,STATIONS_ID,MESS_DATUM,QN_8,  R1,RS_IND,WRTR,eor
10357,3379,1998092005,1,0.0,0,-999,eor
10358,3379,1998092006,1,0.0,0,-999,eor
10359,3379,1998092007,1,0.0,0,-999,eor
10360,3379,1998092008,1,0.0,0,-999,eor
10361,3379,1998092009,1,0.0,0,-999,eor
10362,3379,1998092010,1,0.0,0,-999,eor
10363,3379,1998092011,1,0.0,0,-999,eor
10364,3379,1998092012,1,0.0,0,-999,eor
10365,3379,1998092013,1,0.0,0,-999,eor
10366,3379,1998092014,1,0.0,0,-999,eor
10367,3379,1998092015,1,0.0,0,-999,eor
10368,3379,1998092016,1,0.0,0,-999,eor
10369,3379,1998092017,1,0.0,0,-999,eor
10370,3379,1998092018,1,0.0,0,-999,eor
10371,3379,1998092019,1,0.0,0,-999,eor
10372,3379,1998092020,1,0.0,0,-999,eor
10373,3379,1998092021,1,0.0,0,-999,eor
10374,3379,1998092022,1,0.0,0,-999,eor
10375,3379,1998092023,1,0.0,0,-999,eor
10376,3379,1998092100,1,0.0,0,-999,eor
10377,3379,1998092101,1,0.0,0,-999,eor
10378,3379,1998092102,1,0.0,0,-999,eor
10379,3379,1998092103,1,0.0,0,-999,eor
10380,3379,1998092104,1,0.0,0,-999,eor
10381,3379,1998092105,1,0.0,0,-999,eor
10382,3379,1998092106,1,0.0,0,-999,eor
10383,3379,1998092107,1,0.0,0,-999,eor
10384,3379,1998092108,1,0.0,0,-999,eor
10385,3379,1998092109,1,0.0,0,-999,eor
10386,3379,1998092110,1,0.0,0,-999,eor
10387,3379,1998092111,1,0.0,0,-999,eor
10388,3379,1998092112,1,0.0,0,-999,eor
10389,3379,1998092113,1,0.0,0,-999,eor
10390,3379,1998092114,1,0.0,0,-999,eor
10391,3379,1998092115,1,0.0,0,-999,eor
10392,3379,1998092116,1,0.0,0,-999,eor
10393,3379,1998092117,1,0.0,0,-999,eor
10394,3379,1998092118,1,0.0,0,-999,eor
10395,3379,1998092119,1,0.0,0,-999,eor
10396,3379,1998092120,1,0.0,0,-999,eor
10397,3379,1998092121,1,0.0,0,-999,eor
10398,3379,1998092122,1,0.0,0,-999,eor
10399,3379,1998092123,1,0.0,0,-999,eor
10400,3379,1998092200,1,0.0,0,-999,eor
10401,3379,1998092201,1,0.0,0,-999,eor
10402,3379,1998092202,1,0.0,0,-999,eor
10403,3379,1998092203,1,0.0,0,-999,eor
10404,3379,1998092204,1,0.0,0,-999,eor
10405,3379,1998092205,1,0.0,0,-999,eor
10406,3379,1998092206,1,0.0,0,-999,eor
10407,3379,1998092207,1,0.0,0,-999,eor
10408,3379,1998092208,1,0.0,0,-999,eor
10409,3379,1998092209,1,0.0,0,-999,eor
10410,3379,1998092210,1,0.0,0,-999,eor
10411,3379,1998092211,1,0.0,0,-999,eor
10412,3379,1998092212,1,0.0,0,-999,eor
10413,3379,1998092213,1,0.0,0,-999,eor
10414,3379,1998092214,1,0.0,0,-999,eor
10415,3379,1998092215,1,0.0,0,-999,eor
10416,3379,1998092216,1,0.0,0,-999,eor
10417,3379,1998092217,1,0.0,0,-999,eor
10418,3379,1998092218,1,0.0,0,-999,eor
10419,3379,1998092219,1,0.0,0,-999,eor
10420,3379,1998092220,1,0.0,0,-999,eor
10421,3379,1998092221,1,0.0,0,-999,eor
10422,3379,1998092222,1,0.0,0,-999,eor
10423,3379,1998092223,1,0.0,0,-999,eor
10424,3379,1998092300,1,0.0,0,-999,eor
10425,3379,1998092301,1,0.0,0,-999,eor
10426,3379,1998092302,1,0.0,0,-999,eor
10427,3379,1998092303,1,0.0,0,-999,eor
10428,3379,1998092304,1,0.0,0,-999,eor
10429,3379,1998092305,1,0.0,0,-999,eor
10430,3379,1998092306,1,0.0,0,-999,eor
10431,3379,1998092307,1,0.0,0,-999,eor
