,STATIONS_ID,MESS_DATUM,QN_3,  FX,  FM,QN_4, RSK,RSKF, SDK,SHK_TAG,  NM, VPM,  PM, TMK, UPM, TXK, TNK, TGK,eor
15826,3379,19970929,3,4.6,1.2,10,0.0,0,10.1,0,0.3,10.9,960.5,15.7,66.0,22.7,7.9,5.0,eor
15827,3379,19970930,3,8.7,2.5,10,0.1,6,0.2,0,7.3,11.2,961.9,16.4,60.0,20.3,12.3,10.1,eor
15828,3379,19971001,3,10.8,3.2,10,10.2,6,0.0,0,7.3,14.1,956.0,16.1,77.0,17.0,14.6,14.5,eor
15829,3379,19971002,3,15.4,5.7,10,2.4,6,1.2,0,6.7,11.2,951.3,15.0,61.0,18.3,12.4,14.7,eor
15830,3379,19971003,3,12.9,2.0,10,0.0,0,2.1,0,6.0,8.2,959.2,8.8,70.0,12.5,7.1,7.6,eor
15831,3379,19971004,3,7.2,1.5,10,0.0,0,9.0,0,4.3,9.1,960.1,10.6,73.0,17.9,3.7,1.8,eor
15832,3379,19971005,3,4.6,1.6,10,0.0,0,10.9,0,0.0,10.6,956.1,13.2,72.0,21.6,5.4,3.0,eor
16181,3379,19980919,10,4.7,1.3,10,0.0,0,5.3,0,6.7,9.4,968.6,11.3,73.0,15.2,4.7,2.8,eor
16182,3379,19980920,10,10.3,2.9,10,0.0,0,10.7,0,1.7,10.1,969.5,12.5,72.0,17.4,7.1,4.7,eor
16183,3379,19980921,10,10.9,3.6,10,0.0,0,8.4,0,1.7,9.9,967.4,12.0,72.0,17.4,7.5,5.7,eor
16184,3379,19980922,10,11.1,3.3,10,0.0,0,7.6,0,4.0,10.2,962.1,12.4,71.0,17.2,9.5,7.0,eor
16185,3379,19980923,10,7.1,2.0,10,0.0,0,3.8,0,3.7,10.7,961.0,10.8,82.0,15.8,6.5,4.0,eor
16186,3379,19980924,10,5.3,1.5,10,0.0,0,8.5,0,2.7,11.3,957.8,12.4,80.0,19.8,6.4,4.1,eor
16187,3379,19980925,10,4.1,1.2,10,0.0,0,4.8,0,5.7,13.1,953.2,14.0,84.0,18.9,9.0,7.5,eor
16188,3379,19980926,10,7.2,1.7,10,0.9,6,6.7,0,6.0,12.5,946.6,15.4,74.0,22.2,8.5,6.7,eor
16189,3379,19980927,10,10.5,2.0,10,0.5,6,2.3,0,4.7,13.2,946.2,14.8,78.0,19.9,11.9,9.5,eor
16190,3379,19980928,10,7.7,2.5,10,0.0,0,2.1,0,5.7,11.8,946.8,13.8,74.0,17.9,11.8,10.4,eor
16191,3379,19980929,10,8.1,2.3,10,0.0,6,2.7,0,5.0,11.8,948.9,13.0,77.0,17.1,11.2,8.8,eor
16192,3379,19980930,10,5.6,2.0,10,2.9,6,5.0,0,6.3,13.0,945.7,13.5,84.0,18.3,8.4,5.9,eor
16193,3379,19981001,10,7.0,2.3,10,10.8,6,0.5,0,7.7,12.8,946.4,11.8,91.0,13.9,10.9,10.8,eor
16194,3379,19981002,10,5.7,2.3,10,0.9,6,3.8,0,5.7,11.4,946.4,10.8,86.0,15.3,9.4,8.9,eor
16195,3379,19981003,10,5.4,1.8,10,2.8,6,2.9,0,7.0,10.4,948.5,10.5,82.0,14.5,7.4,5.9,eor
16196,3379,19981004,10,6.5,1.8,10,7.1,6,3.1,0,7.3,11.1,946.0,10.8,85.0,14.0,8.6,7.0,eor
16545,3379,19990918,10,9.1,2.1,10,0.0,6,4.6,0,7.3,15.5,949.5,17.6,78.0,20.4,13.6,12.8,eor
16546,3379,19990919,10,7.4,2.3,10,0.0,0,8.3,0,5.7,12.2,943.0,19.4,58.0,26.2,12.1,9.8,eor
16547,3379,19990920,10,14.4,4.4,10,3.2,6,2.1,0,6.3,12.4,940.0,19.7,52.0,27.6,15.4,14.6,eor
16548,3379,19990921,10,6.7,2.0,10,0.0,0,6.1,0,3.7,12.9,948.0,16.2,71.0,20.8,12.6,10.5,eor
16549,3379,19990922,10,5.9,1.8,10,0.0,0,6.6,0,5.3,12.4,952.6,20.0,55.0,26.9,13.9,11.0,eor
16550,3379,19990923,10,10.7,2.0,10,12.5,6,8.9,0,3.7,13.6,955.6,18.6,66.0,26.3,13.5,11.6,eor
16551,3379,19990924,10,10.7,2.1,10,0.0,6,7.7,0,5.3,15.6,959.5,19.1,71.0,23.6,15.5,14.2,eor
16552,3379,19990925,10,8.9,1.8,10,9.1,6,1.7,0,7.0,16.0,953.7,17.4,81.0,19.5,14.8,12.8,eor
16553,3379,19990926,10,6.6,2.8,10,15.8,6,0.0,0,7.3,15.1,951.1,13.9,93.0,17.5,13.1,13.8,eor
16554,3379,19990927,10,4.8,1.7,10,1.5,6,7.3,0,5.0,11.7,951.0,15.7,68.0,21.0,10.2,8.0,eor
16555,3379,19990928,10,11.4,3.5,10,7.7,6,0.4,0,7.0,13.4,950.5,13.4,86.0,16.3,12.5,12.2,eor
16556,3379,19990929,10,13.9,3.8,10,5.6,6,0.9,0,7.7,12.8,950.7,15.2,74.0,19.5,11.5,9.2,eor
16557,3379,19990930,10,12.5,2.7,10,3.6,6,2.0,0,7.7,13.8,943.3,14.5,81.0,22.0,12.0,12.3,eor
16558,3379,19991001,10,16.8,5.5,10,0.0,6,5.1,0,4.0,10.4,951.6,13.4,67.0,16.9,11.9,10.5,eor
16559,3379,19991002,10,5.8,1.9,10,0.4,6,4.0,0,5.0,11.3,948.6,15.4,66.0,20.4,10.9,8.9,eor
16560,3379,19991003,10,11.7,2.6,10,16.1,6,0.5,0,7.7,11.6,950.1,9.6,92.0,16.8,7.9,11.5,eor
16909,3379,20000916,10,11.3,3.0,10,12.1,6,0.8,0,7.3,13.6,950.6,14.1,82.0,19.7,12.3,12.5,eor
16910,3379,20000917,10,13.4,4.5,10,1.4,6,0.0,0,8.0,13.6,951.1,12.2,96.0,13.2,10.9,10.4,eor
16911,3379,20000918,10,6.1,1.8,10,0.0,0,1.8,0,5.3,13.7,948.9,13.4,87.0,18.0,11.6,11.2,eor
16912,3379,20000919,10,6.8,2.8,10,0.0,0,2.5,0,5.0,13.6,946.4,12.3,94.0,17.6,9.0,6.8,eor
16913,3379,20000920,10,9.0,2.5,10,33.4,6,3.2,0,7.0,14.8,945.3,13.8,93.0,19.6,8.8,8.9,eor
16914,3379,20000921,10,14.3,4.3,10,64.9,6,0.0,0,8.0,13.3,952.6,11.0,100.0,13.6,10.3,12.1,eor
16915,3379,20000922,10,8.5,2.2,10,0.5,6,0.0,0,8.0,13.3,963.1,12.3,94.0,14.1,10.1,9.8,eor
16916,3379,20000923,10,9.8,3.0,10,0.0,0,3.9,0,4.0,11.8,961.5,11.5,85.0,16.4,9.9,10.4,eor
16917,3379,20000924,10,4.5,1.6,10,0.0,0,4.9,0,2.7,11.6,959.3,10.3,92.0,15.3,6.6,4.4,eor
16918,3379,20000925,10,5.2,1.3,10,0.0,6,8.7,0,5.0,15.2,961.3,14.8,90.0,20.9,8.0,6.6,eor
16919,3379,20000926,10,4.4,1.5,10,0.0,0,8.6,0,3.7,16.3,960.8,15.8,89.0,22.0,12.4,10.9,eor
16920,3379,20000927,10,4.5,1.2,10,0.0,0,10.8,0,2.0,15.6,957.8,16.6,84.0,23.1,10.5,8.8,eor
16921,3379,20000928,10,7.7,2.3,10,0.0,0,10.3,0,2.3,16.2,951.1,17.5,82.0,24.1,13.7,11.3,eor
16922,3379,20000929,10,7.2,2.4,10,0.0,0,10.8,0,1.0,15.6,943.9,17.2,81.0,24.4,10.6,9.0,eor
16923,3379,20000930,10,7.5,2.1,10,0.2,6,8.7,0,6.3,15.1,943.5,17.0,79.0,24.1,10.1,8.2,eor
16924,3379,20001001,10,7.5,2.4,10,12.8,6,1.3,0,7.3,13.9,946.3,13.7,88.0,16.7,12.7,12.3,eor
16925,3379,20001002,10,9.7,2.2,10,27.5,6,0.0,0,8.0,13.8,950.5,11.5,99.0,14.4,10.2,11.4,eor
16926,3379,20001003,10,6.1,1.9,10,3.3,6,0.0,0,8.0,12.7,960.1,10.7,99.0,11.5,9.7,9.2,eor
17280,3379,20010922,10,4.4,1.1,10,0.9,6,0.3,0,6.7,12.1,953.2,10.5,95.0,13.1,8.2,6.4,eor
17281,3379,20010923,10,7.6,2.2,10,2.4,6,0.0,0,8.0,12.3,947.3,10.2,98.0,12.2,7.2,6.0,eor
17282,3379,20010924,10,8.2,1.9,10,0.5,6,0.1,0,8.0,14.2,948.7,12.7,96.0,14.7,10.5,8.0,eor
17283,3379,20010925,10,5.5,1.5,10,2.1,6,0.1,0,8.0,12.3,955.6,11.1,93.0,13.8,8.8,7.0,eor
17284,3379,20010926,10,7.1,2.1,10,0.4,6,2.2,0,5.7,11.7,959.5,10.7,92.0,14.4,8.5,6.1,eor
17285,3379,20010927,10,7.1,2.2,10,0.0,6,3.1,0,5.7,12.3,958.4,12.5,85.0,17.6,8.0,6.6,eor
17286,3379,20010928,10,5.5,2.1,10,0.0,0,10.8,0,1.7,12.4,957.1,13.4,83.0,20.3,9.2,6.6,eor
17287,3379,20010929,10,5.1,1.4,10,0.9,6,7.4,0,5.3,13.6,954.2,13.9,86.0,21.2,6.7,5.2,eor
17288,3379,20010930,10,7.1,2.3,10,2.2,6,0.6,0,5.7,15.8,955.8,14.0,98.0,15.8,11.0,8.9,eor
17289,3379,20011001,10,6.8,2.6,10,0.1,6,0.4,0,7.3,13.7,955.7,15.7,78.0,19.9,11.0,8.7,eor
17290,3379,20011002,10,7.3,2.5,10,0.0,0,10.2,0,2.0,14.1,955.2,20.8,59.0,27.8,15.6,11.9,eor
17291,3379,20011003,10,11.0,2.5,10,0.0,6,10.7,0,1.3,14.3,954.0,18.3,71.0,25.0,12.9,9.9,eor
17292,3379,20011004,10,11.8,2.7,10,0.9,6,1.8,0,5.7,14.0,956.8,13.2,92.0,15.9,8.1,5.7,eor
17293,3379,20011005,10,6.4,2.1,10,0.1,6,7.5,0,5.0,12.5,953.6,11.8,91.0,17.1,6.6,4.8,eor
17294,3379,20011006,10,5.3,2.0,10,0.0,6,6.1,0,5.3,13.8,953.2,15.8,79.0,22.5,10.9,8.4,eor
17295,3379,20011007,10,8.3,2.1,10,1.4,6,0.7,0,7.3,15.4,950.8,13.9,96.0,17.8,10.9,8.4,eor
17644,3379,20020921,10,6.4,1.6,10,1.7,6,0.7,0,7.3,13.1,953.8,14.1,82.0,17.3,11.3,10.6,eor
17645,3379,20020922,10,8.1,1.9,10,6.1,6,4.0,0,6.7,10.4,947.8,11.9,76.0,16.3,8.9,8.4,eor
17646,3379,20020923,10,8.7,2.2,10,23.8,6,0.4,0,7.7,10.3,946.2,9.1,89.0,10.9,8.0,7.8,eor
17647,3379,20020924,10,10.9,3.9,10,35.9,8,0.0,0,8.0,8.3,949.7,5.1,93.0,8.9,0.6,0.0,eor
17648,3379,20020925,10,8.1,3.1,10,2.3,6,0.0,0,8.0,6.9,953.9,3.3,89.0,5.0,1.1,1.3,eor
17649,3379,20020926,10,11.4,4.1,10,5.6,6,0.0,0,8.0,8.8,955.4,6.6,90.0,8.2,4.7,4.2,eor
17650,3379,20020927,10,11.2,3.1,10,9.0,6,0.0,0,8.0,10.2,959.1,8.3,93.0,10.2,4.6,2.7,eor
17651,3379,20020928,10,5.3,1.4,10,0.0,0,9.8,0,1.7,7.2,965.3,6.8,76.0,13.1,1.8,0.3,eor
17652,3379,20020929,10,9.5,2.1,10,0.0,0,11.4,0,0.3,6.7,967.2,7.1,70.0,14.0,0.6,-0.8,eor
17653,3379,20020930,10,5.7,1.8,10,0.0,0,11.4,0,1.0,7.5,965.5,8.0,73.0,16.1,1.4,-0.6,eor
17654,3379,20021001,10,4.1,1.2,10,0.0,0,11.2,0,1.3,8.1,963.2,9.6,71.0,18.2,2.3,0.5,eor
17655,3379,20021002,10,3.9,1.3,10,0.0,0,10.2,0,6.7,9.3,962.2,10.4,75.0,18.1,3.3,1.5,eor
17656,3379,20021003,10,9.9,2.6,10,2.1,6,3.7,0,6.3,10.7,962.0,13.2,72.0,18.4,7.3,5.5,eor
17657,3379,20021004,10,9.7,2.4,10,6.0,6,0.0,0,8.0,12.3,962.1,11.7,89.0,14.4,8.0,6.3,eor
17658,3379,20021005,10,8.0,2.8,10,7.9,6,2.8,0,7.0,9.9,961.2,10.0,82.0,13.5,6.9,5.3,eor
17659,3379,20021006,10,12.3,4.8,10,6.8,6,0.6,0,8.0,10.3,950.7,9.3,88.0,10.8,7.7,7.4,eor
18008,3379,20030920,10,5.4,1.5,10,0.0,0,11.7,0,0.7,13.1,962.3,19.6,62.0,28.2,11.5,9.5,eor
18009,3379,20030921,10,6.4,1.8,10,0.0,0,11.4,0,0.3,13.2,961.2,20.3,60.0,28.4,13.7,11.2,eor
18010,3379,20030922,10,9.4,2.3,10,0.4,6,11.0,0,1.0,12.2,953.9,20.2,56.0,27.5,13.0,11.0,eor
18011,3379,20030923,10,11.8,3.3,10,2.0,6,0.0,0,7.7,12.8,954.6,15.1,75.0,18.2,10.7,9.8,eor
18012,3379,20030924,10,7.5,2.3,10,0.0,6,4.4,0,4.0,8.5,966.3,10.9,67.0,15.4,6.5,4.6,eor
18013,3379,20030925,10,11.8,3.5,10,0.0,0,11.6,0,1.0,7.5,966.4,10.7,61.0,17.0,5.6,3.5,eor
18014,3379,20030926,10,5.5,2.0,10,0.0,0,11.3,0,3.7,9.1,960.2,15.2,56.0,24.0,6.0,3.7,eor
18015,3379,20030927,10,7.4,2.0,10,0.1,6,10.5,0,2.3,10.6,956.9,16.4,58.0,22.1,12.0,9.0,eor
18016,3379,20030928,10,10.3,2.0,10,9.1,6,7.9,0,7.0,12.2,951.3,16.3,68.0,22.4,12.4,11.2,eor
18017,3379,20030929,10,9.7,2.7,10,0.0,6,3.4,0,4.7,10.3,953.4,11.9,74.0,15.4,6.5,4.5,eor
18018,3379,20030930,10,7.8,2.3,10,0.0,0,10.8,0,1.7,8.9,954.6,10.6,71.0,16.9,4.4,2.7,eor
18019,3379,20031001,10,6.8,2.0,10,0.9,6,0.3,0,7.3,11.3,951.5,12.1,80.0,16.2,6.5,4.4,eor
18020,3379,20031002,10,11.5,2.5,10,0.0,6,3.3,0,6.7,13.4,952.8,17.2,69.0,22.6,13.3,11.1,eor
18021,3379,20031003,10,11.0,2.5,10,7.4,6,1.9,0,6.7,14.3,950.4,14.8,85.0,18.9,10.9,9.3,eor
18022,3379,20031004,10,12.9,3.5,10,19.6,6,0.8,0,7.7,12.8,946.3,12.9,86.0,16.9,10.2,9.4,eor
18023,3379,20031005,10,8.9,2.8,10,34.7,6,0.0,0,8.0,9.8,944.0,7.5,94.0,10.2,5.3,5.2,eor
18372,3379,20040918,10,4.6,1.5,10,0.0,0,11.9,0,2.7,12.2,958.6,14.7,74.0,22.9,6.3,4.9,eor
18373,3379,20040919,10,9.1,2.8,10,0.1,6,9.2,0,4.3,12.5,957.1,16.8,68.0,23.5,10.5,8.1,eor
18374,3379,20040920,10,10.1,2.4,10,0.0,0,3.0,0,6.7,13.9,956.8,16.6,74.0,20.8,14.0,12.5,eor
18375,3379,20040921,10,17.2,6.5,10,0.0,6,1.9,0,5.3,10.3,956.4,14.3,63.0,17.0,11.6,10.2,eor
18376,3379,20040922,10,18.0,6.8,10,4.5,6,0.0,0,7.3,8.6,956.5,11.9,62.0,13.2,10.6,9.0,eor
18377,3379,20040923,10,21.0,8.5,10,11.0,6,0.1,0,8.0,12.4,947.3,13.5,80.0,16.5,8.7,8.1,eor
18378,3379,20040924,10,14.7,3.8,10,2.4,6,3.8,0,4.3,9.7,951.2,9.0,84.0,13.1,7.3,6.3,eor
18379,3379,20040925,10,8.5,3.4,10,8.4,6,0.2,0,7.7,10.2,956.4,8.6,90.0,10.9,7.1,5.9,eor
18380,3379,20040926,10,7.5,2.9,10,0.4,6,0.0,0,7.7,9.6,960.5,8.4,87.0,9.6,6.6,5.1,eor
18381,3379,20040927,10,8.0,2.8,10,0.8,6,1.2,0,7.3,10.1,961.4,11.6,75.0,15.0,8.7,8.0,eor
18382,3379,20040928,10,7.2,2.7,10,0.0,6,2.8,0,7.3,12.5,959.5,13.5,82.0,17.3,10.7,10.0,eor
18383,3379,20040929,10,10.6,3.3,10,4.5,6,0.5,0,8.0,12.9,956.5,13.9,82.0,17.0,11.4,9.8,eor
18384,3379,20040930,10,5.7,1.7,10,0.8,6,2.4,0,6.7,12.3,959.5,12.9,83.0,16.8,10.3,8.1,eor
18385,3379,20041001,10,10.3,1.4,10,9.6,8,0.3,0,6.7,13.6,959.9,12.8,92.0,17.1,9.7,7.8,eor
18386,3379,20041002,10,9.4,1.5,10,0.5,6,1.8,0,7.3,13.2,960.7,13.4,86.0,16.6,9.2,7.4,eor
18387,3379,20041003,10,5.3,2.0,10,0.0,0,10.3,0,2.3,11.3,962.6,14.0,73.0,19.9,10.0,7.6,eor
18736,3379,20050917,10,7.5,2.6,10,1.2,6,0.0,0,7.7,10.2,955.1,9.4,87.0,10.8,8.3,8.2,eor
18737,3379,20050918,10,12.9,3.8,10,0.0,6,2.6,0,7.0,9.1,961.3,9.8,76.0,12.6,7.8,7.6,eor
18738,3379,20050919,10,11.0,3.5,10,0.0,0,7.0,0,5.0,8.5,960.7,9.9,71.0,14.3,6.6,5.1,eor
18739,3379,20050920,10,5.0,1.3,10,0.0,0,5.7,0,5.7,9.4,961.3,10.9,74.0,16.5,6.9,5.1,eor
18740,3379,20050921,10,9.2,2.6,10,0.0,0,9.0,0,3.3,9.6,960.4,11.3,73.0,16.9,6.2,4.4,eor
18741,3379,20050922,10,6.0,1.7,10,0.0,0,11.3,0,1.7,10.9,958.8,12.0,79.0,19.2,5.8,4.1,eor
18742,3379,20050923,10,5.0,1.4,10,0.0,0,10.8,0,0.7,12.6,957.3,14.6,78.0,21.7,8.8,6.8,eor
18743,3379,20050924,10,6.4,1.9,10,0.0,0,10.4,0,2.3,12.2,957.3,15.6,71.0,22.2,10.2,8.0,eor
18744,3379,20050925,10,4.2,1.3,10,0.0,0,11.1,0,2.0,12.2,954.9,14.7,76.0,22.4,7.8,5.9,eor
18745,3379,20050926,10,8.9,2.1,10,0.2,6,8.9,0,4.3,13.9,959.4,16.0,77.0,21.0,10.9,8.8,eor
18746,3379,20050927,10,9.4,1.6,10,3.1,6,0.0,0,7.7,14.6,961.2,14.2,90.0,15.4,13.3,11.7,eor
18747,3379,20050928,10,7.7,2.4,10,6.6,6,2.5,0,6.7,13.5,960.5,15.0,80.0,19.2,10.7,9.6,eor
18748,3379,20050929,10,13.4,3.3,10,3.6,6,0.2,0,7.3,11.6,958.7,11.8,85.0,15.2,8.2,6.8,eor
18749,3379,20050930,10,7.7,2.8,10,0.0,0,5.8,0,5.3,8.6,963.1,10.0,72.0,14.9,6.7,5.3,eor
18750,3379,20051001,10,6.1,2.0,10,15.3,6,0.0,0,7.7,10.7,956.1,11.3,80.0,14.3,9.2,8.6,eor
18751,3379,20051002,10,8.5,3.4,10,20.6,6,0.0,0,8.0,11.6,955.8,9.7,97.0,12.0,8.3,7.9,eor
18752,3379,20051003,10,9.5,2.0,10,2.5,6,0.0,0,7.7,11.4,959.7,9.5,95.0,11.4,7.3,7.0,eor
19100,3379,20060916,10,6.6,1.8,10,0.0,6,5.1,0,6.0,16.2,948.3,17.3,83.0,22.1,11.7,9.5,eor
